* 통계표명 :,평균매매가격_아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,한국부동산원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2021.03.20 15:48:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,천원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지 역,,,,2012년 01월,2012년 02월,2012년 03월,2012년 04월,2012년 05월,2012년 06월,2012년 07월,2012년 08월,2012년 09월,2012년 10월,2012년 11월,2012년 12월,2013년 01월,2013년 02월,2013년 03월,2013년 04월,2013년 05월,2013년 06월,2013년 07월,2013년 08월,2013년 09월,2013년 10월,2013년 11월,2013년 12월,2014년 01월,2014년 02월,2014년 03월,2014년 04월,2014년 05월,2014년 06월,2014년 07월,2014년 08월,2014년 09월,2014년 10월,2014년 11월,2014년 12월,2015년 01월,2015년 02월,2015년 03월,2015년 04월,2015년 05월,2015년 06월,2015년 07월,2015년 08월,2015년 09월,2015년 10월,2015년 11월,2015년 12월,2016년 01월,2016년 02월,2016년 03월,2016년 04월,2016년 05월,2016년 06월,2016년 07월,2016년 08월,2016년 09월,2016년 10월,2016년 11월,2016년 12월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월
,영주시,,,92607,92607,92631,92643,93095,93095,93155,93524,94012,94536,95190,95357,95762,95929,96655,97286,97845,97845,98607,99107,99440,99893,100512,100917,103598,103902,104076,104250,104250,104489,104728,104880,104870,105185,105272,105554,110490,111000,112010,112082,112630,112838,110523,110705,110856,110971,111138,111123,111205,111114,111092,110902,110795,110530,110432,110335,110189,109935,109402,108050,107853,107792,107482,107430,107636,107318,107121,106894,106409,105674,105356,111391,110935,110772,110837,110663,111054,111011,110880,111467,112011,112130,112250,112598,118511,118409,118545,118364,118284,118114,117920,117818,117898,117716,117534,117466,117239,117295,117193,117125,117057,117080,117261,117580,117557,117784,118193,118750,119057,119193
,영천시,,,76763,76863,77408,77533,78043,78203,78593,79165,79190,79340,79968,81018,81068,81418,81598,81175,81400,81125,81473,82288,82738,83138,83588,84450,84938,85088,85493,85473,85748,85523,85383,85498,85698,86248,86798,87348,85628,85898,86148,86552,86812,87072,92384,93229,93681,94090,94397,94532,94444,94097,93829,93403,92952,92839,92742,92452,103788,103416,102904,102151,101764,101380,100888,100358,99949,99394,99113,98850,98438,97863,97413,101184,100868,100605,100395,100121,99789,99526,99013,98371,98292,98213,98042,97805,113130,113213,112430,111118,109775,109138,108200,107775,107375,107325,106888,107038,102679,102488,102250,101905,101476,101250,101226,101131,100976,100893,100786,100821,100750,100817
,상주시,,,81029,81029,81824,82735,83279,83418,83500,83647,83853,84147,84368,84544,84985,84985,85426,85956,86206,86618,86559,86735,86853,86853,87206,88088,88706,89059,88941,88824,88853,88841,88771,88753,88694,88665,88741,88788,88788,88815,88821,88894,88894,88865,93600,93650,93412,93312,93271,93147,93109,93047,92868,92900,92900,92894,92897,92900,92782,92785,92532,92485,92485,92321,92274,92194,92344,92332,92474,92662,92709,92962,93232,114625,115469,116094,116594,116719,116906,117344,117625,117734,117709,117834,117991,118078,138529,138544,138574,138074,137426,136779,136191,136074,135956,135824,135662,135750,135809,135838,135441,135324,135221,135103,134897,134779,134735,134456,134074,134500,135147,135338
,문경시,,,87283,87840,88944,88944,90722,91222,91222,91261,91594,91594,91511,91411,91350,91467,90983,91078,91156,91156,91564,91558,91631,91969,92639,92819,93344,94581,95339,95397,95589,95483,95836,96114,96197,96764,97189,97567,97750,98203,98386,98908,99208,99767,104000,104639,105367,105589,106000,106150,106483,106558,107003,107417,107461,107872,108311,108606,108731,108800,108883,108856,108919,108931,109075,109183,109964,110031,110172,110608,111039,111142,112419,134538,134777,134623,134777,134746,134469,135015,135092,135215,135015,134585,134254,133838,145293,144887,144640,144160,143827,143233,143300,143333,143350,143283,142850,142600,142183,142100,141750,141550,141267,141250,141250,141233,141167,141033,141033,141233,141233,141317
,경산시,,,121393,122052,123192,123856,124670,125534,125695,126228,126005,127185,128268,129424,129998,130546,131135,132037,132902,133348,134723,135620,136205,138159,139598,141085,143006,146555,147250,148445,149150,149674,150318,150961,152059,154080,155682,156938,157968,158771,159678,160373,160983,162115,188651,189419,190012,190151,190291,190163,189953,189634,187663,186465,185445,183866,182262,181052,179939,179650,179119,178471,178246,177793,176934,175712,174791,174147,173547,173602,173679,173829,174251,173167,172897,172513,172667,172833,172269,171846,171692,171256,170654,170064,169308,168096,189451,188829,188512,187970,187335,186915,186262,185305,184561,184610,184402,184543,191804,191786,191560,191321,191173,191077,191583,192113,192756,193774,194417,196036,197524,199036
,칠곡군,,,89104,89833,90021,90000,90000,89979,89979,91865,93396,93925,94152,94563,94771,94896,95375,96833,98144,99146,100515,101790,102427,104056,105742,108090,108462,108815,109237,109562,109669,109669,109631,109117,108638,108077,108038,108038,103535,103506,103506,103341,103291,103018,107449,107401,107326,107075,106846,106633,106472,106224,106075,105636,105314,104992,104529,103972,103499,103334,103289,103125,103067,102882,102624,102409,102267,102000,101671,101303,100862,100586,100053,101826,101543,100696,100435,100000,99413,98913,98696,98552,98393,98274,97567,97250,107083,106479,106208,105927,105490,105260,104917,103458,102771,102604,102208,101833,107000,106690,105970,105550,104470,104070,104090,104100,104210,104200,104220,104330,104460,104650
경남,,,,183351,183125,183019,182793,182198,181329,180342,179644,179390,179292,179112,177915,177287,176901,176842,177225,177571,177742,177686,177535,177585,177900,178147,178346,178656,178867,179230,179415,179780,180119,180518,180985,181486,182253,182843,183480,183705,184057,184395,184876,185254,185664,193362,193532,193949,194199,194446,194709,194632,194549,194381,194275,194073,193782,193425,193120,193817,193450,193044,192565,192256,192075,191934,191478,190970,190347,189491,188328,187416,186399,184893,185395,184346,183493,182661,181681,179983,178658,177260,175387,173864,172541,171467,170188,180001,179248,178528,177654,176755,175851,174723,173687,172776,172168,172050,172654,175444,176087,176599,176833,176734,177332,179220,180272,180955,181422,183682,189495,192282,193683
,창원시,,,226970,226992,226676,226572,226043,224914,223744,222945,222456,222101,221618,220713,220039,219575,219414,219929,220654,220957,221094,220958,220974,221560,222002,222242,222759,223037,223587,223329,223759,224233,224834,225454,226098,227262,228136,229110,229636,230199,230707,231585,232043,232650,238003,238141,238504,238667,238880,239138,238970,238819,238533,238275,237811,237256,236619,235973,235161,234430,233549,232979,232133,231440,230828,229891,228890,227772,226043,223423,221284,219023,215803,209378,207873,206552,205168,203998,201678,200026,198123,195811,193927,192753,191652,190489,205468,204893,204117,203392,202211,201386,199918,198506,197408,197003,197223,198870,203255,204877,205834,206074,205779,206894,211491,214038,215747,216662,222776,235696,239370,240000
,,의창구,,220986,221125,221125,221569,222667,222944,221542,219986,219931,219306,218153,217167,216375,215597,215875,217819,219292,219917,220375,220458,220625,221431,222903,222986,223389,224139,225194,225722,226569,227347,228542,229556,230250,231486,232792,233833,234111,234972,235264,236847,237389,239000,247869,248179,248988,249274,249536,249702,249607,249381,248833,247976,246726,244845,244298,243476,242964,242619,242155,241940,241810,241560,241310,240131,238821,237298,235857,231714,227143,224310,220369,217135,214892,213514,212027,210757,208203,207297,205176,202770,200541,198730,196946,194514,223656,223313,222552,222844,222495,222417,220526,218568,217005,216672,217776,222521,227594,230594,232689,233515,233117,236107,247622,252648,256464,259735,277117,305173,309270,308352
,,성산구,,260313,260313,260510,260073,259240,256531,255083,254219,253573,253573,253156,252646,251938,251365,251104,251177,251115,251354,251490,251354,251240,251823,252115,252375,252542,252750,253229,251427,251833,252469,252708,253344,254354,256292,257854,259375,260271,261427,262490,264198,265396,266250,274417,274625,274917,275083,275604,276104,276125,276208,276208,276375,276396,277188,276938,276771,276417,275760,274000,273208,271229,269917,268771,267677,266667,265260,261104,257073,254510,250646,245156,235031,233929,232469,230888,229316,226143,223082,220857,217500,213878,212327,211316,211255,234971,234603,233934,232912,230603,229353,228081,227136,226471,226566,227456,230618,239928,242370,243326,243377,242830,244188,250804,255134,257714,258598,266457,287739,291616,291239
,,마산합포구,,195021,195021,191098,191144,190341,189500,189500,189476,189470,189294,189058,188156,187439,187279,187048,187292,188970,189348,189439,189288,189242,189864,189727,190348,190545,190500,191470,192197,192470,192591,193333,193909,194061,195273,195652,196667,196879,197061,197152,197333,197303,197364,202742,202742,202955,203106,203258,203303,203061,202697,202364,201803,201515,200621,199015,198348,197985,197394,197182,196788,196530,196015,195682,195197,194530,193985,193470,191970,190068,188644,187159,183486,182500,182014,181622,180865,178932,177892,176284,174324,172527,171257,170014,168865,174500,173778,172911,171578,170467,169578,168667,167811,166656,166067,165611,165333,167402,167554,167728,167696,167728,168065,168815,169109,169337,169402,169598,169815,170576,172152
,,마산회원구,,207315,207315,208478,208343,208034,207400,206607,205973,204942,204646,204072,203519,203411,203241,203032,203062,203261,203278,203145,203077,203077,203036,203101,203199,204825,205180,205475,205896,206264,206449,207383,208067,208672,209001,209278,209857,210014,209903,210182,210237,210211,210384,211264,211375,211758,212008,212254,212517,212128,211878,211338,211161,210253,209092,208461,207539,207316,206579,206184,205842,205447,205158,204816,204447,203724,202816,202618,201211,200303,199066,197105,196175,194375,193075,191063,190025,188300,187263,184988,182788,182413,181675,180450,178213,184283,183272,182500,181359,180098,178924,177375,176000,174821,173772,173418,173092,172701,173370,174582,174777,174652,175065,176587,177685,178391,178576,180880,185696,191587,193310
,,진해구,,218281,218281,218281,218219,216500,216500,214391,213516,213141,211953,211953,211391,210188,209594,209297,210156,211516,211906,212109,211641,211875,213047,213813,213969,214219,214359,214391,214734,215000,215547,215672,215766,216109,216531,216719,216875,217406,217625,217891,217953,217828,217891,220618,220588,220706,220618,220147,220221,219926,219721,219515,219279,219103,218397,217838,216765,220806,219389,218458,217472,216861,216194,215597,214056,212722,211736,211181,210208,209681,208944,207472,197108,195473,193622,192459,191541,189878,188649,187676,186818,186480,186182,185885,185291,190090,189537,188654,188351,188133,187654,185888,183761,182569,182122,181606,181553,183604,184813,185094,185333,185083,185354,186417,187161,187729,187844,189125,193266,196573,198385
,진주시,,,157468,157582,159802,159814,159700,159450,159893,158547,158625,158511,158818,157398,156613,156193,156324,156826,156303,156247,155415,154778,155113,154840,154635,154833,155038,154947,154710,154726,154665,154494,154260,154210,154383,154477,154275,153915,153797,153726,153803,154184,154420,154636,161761,162054,162374,162758,163173,164003,164495,164949,165186,165892,166849,167608,168486,169316,181444,182211,183525,184819,186525,188235,190214,191076,192463,192688,192776,192869,192976,192837,192810,203830,203570,202870,202760,201960,201220,200830,200270,199860,199370,198470,196710,194700,195319,194574,194027,192447,190734,188537,187282,186080,183739,182245,181548,181043,182016,182099,182286,182859,183193,184016,184703,185438,185938,186750,187625,189599,191323,193656
,통영시,,,143155,143155,143507,143162,143207,143293,143934,144210,144210,143900,143993,143976,143838,143838,144248,144645,144576,144334,144317,144241,144293,144603,145034,145241,145483,145638,145862,146345,146828,147293,147931,147931,148172,148569,148793,149259,149397,149793,150224,151069,151638,152207,160776,160840,161147,161229,161419,161626,161488,161521,161452,161400,161247,160891,160552,160122,159557,159090,158521,157797,157376,156824,156169,155224,154483,153716,153009,151897,151298,150929,150374,146194,145177,144161,143694,142790,142129,141484,139339,137032,136226,134806,134435,132935,140931,140028,139736,139444,139028,138917,138792,138625,139042,139153,139153,139847,148500,149053,149118,149289,149303,149526,149395,150461,151086,151875,151770,152428,153125,154076
,사천시,,,101292,101292,101519,101519,101519,101519,101404,101283,101192,101127,101121,101042,100769,100513,100404,100275,100158,100073,99865,99477,99488,99706,99798,99767,99840,99896,100017,100252,100477,100517,100735,100912,101104,101404,101625,101913,102163,102371,102629,103142,103563,104008,117388,117877,118700,119581,120098,120369,120867,121417,121598,121965,122475,123044,123429,124112,124081,124474,124874,125574,125954,126663,127048,127704,128213,128731,128906,129007,129015,128830,128763,144565,144204,143630,143685,143111,142315,141074,140530,139935,139620,138685,137826,135972,136474,135994,135434,134180,133260,131580,129520,127840,126320,124370,123150,122630,127880,127694,127519,127407,127278,126972,126620,126213,125639,125269,124815,124296,123963,123796
,김해시,,,172711,171124,169589,168874,168084,167488,166900,166418,166860,167560,167573,167079,166737,166452,166118,165954,166132,166307,166465,166465,166430,166640,166807,166798,166984,167156,167443,168082,168492,168820,169238,169746,170262,170934,171533,172369,173578,173875,174563,174977,175445,176039,193227,193453,194211,194570,194844,195117,194953,194711,194551,194098,193738,193492,193180,192938,192598,192742,192820,192980,193035,192801,192402,191841,190866,190100,189523,188948,188706,188353,187545,187030,186418,185978,185470,185007,183866,182739,181694,178716,176149,173649,172239,170261,169412,167713,165757,163684,162375,160875,159419,158235,157757,157515,157831,158618,160399,161145,162268,162913,163007,163775,164210,164196,163971,163703,163435,164623,165935,167312
,밀양시,,,105897,105897,105897,105971,105971,105971,105946,105863,105168,105042,105038,103987,104115,104013,103936,103910,103885,103923,103641,103436,103321,103654,103590,103628,103654,103705,103744,103628,103615,103641,103513,103462,103410,103359,103179,103103,103090,103064,103167,103295,103372,103487,106782,106859,107013,107167,107397,107410,107487,107769,107795,107923,108064,108295,108526,108628,108910,109115,109474,109654,109756,109705,109885,110115,110526,110833,111156,111438,111803,112149,112326,124000,124095,124193,123966,123914,122489,121339,121098,119886,119761,120305,120302,120414,140483,140014,139538,139124,137362,135479,133038,131807,130569,128795,127869,127476,127966,127398,127250,127091,126784,126648,126455,126261,125989,125727,125773,125625,125977,126977
,거제시,,,181049,181585,182488,183663,183272,181673,176756,175963,175001,174437,174417,173610,171883,171341,171762,173352,174390,174935,175557,175796,175987,176533,176952,177660,178278,179043,180128,181695,182890,184037,185110,186744,188012,189902,191488,192634,193366,193841,193378,192866,192720,192524,199864,199818,199705,199523,199284,199136,198875,198545,198227,197898,196716,195443,193602,191807,189216,186602,183795,178977,176966,175898,175261,174034,172727,171568,170045,169466,168659,167500,165830,165053,162246,160395,158018,155123,150728,147500,144175,141430,139061,136763,135070,133877,150462,150114,150804,151468,151671,151994,152038,151975,151589,150481,149582,149437,154366,154134,154067,153902,153518,153506,155274,155921,156366,156543,156165,155616,156555,157811
,양산시,,,130287,130202,129489,128351,127287,126298,125936,125138,124755,124691,124468,124415,124255,124053,124032,124309,124543,124543,124223,124032,124011,124117,124266,124372,124415,124500,124580,124564,124532,124498,124503,124535,124622,124630,124694,124764,131788,131883,132035,132277,132476,132612,152676,152911,153439,153901,154300,154574,154348,154154,153861,153981,154215,154035,154029,154279,154471,154683,154808,154913,154838,155004,155083,155256,155342,155449,155536,155266,155061,154986,154770,163272,162918,162750,162695,162379,161938,161499,161264,160954,160506,160202,160140,159821,175877,175560,175298,174873,174849,174599,174004,173385,172817,172222,171897,171464,173243,172993,172711,172633,172617,172508,172574,172582,172828,173383,174672,181445,187973,191410
제주,,,,134994,139424,139830,141365,144561,144540,144571,144569,144533,144492,144337,143091,142668,142509,142437,142630,142617,142653,142595,142201,141897,141749,141711,141785,149126,149604,149259,149164,149321,148987,149065,149436,149989,150737,151257,153316,162603,163848,165019,166475,168042,169261,210933,213076,215442,217540,221428,228357,233898,238335,240057,240528,240446,240366,240466,240493,245516,246212,247931,249520,250536,250836,250887,250818,250439,249997,250272,251012,251047,251008,250997,298038,296765,296579,296789,295702,295115,294989,294256,292550,291765,291383,290999,290736,299618,299371,299115,298720,298566,298832,297994,297184,295973,294944,293958,293074,287394,286937,286456,285805,284935,284557,284294,284113,283991,283900,283823,284321,285892,288040
,제주시,,,145425,150436,150769,152481,155972,155940,155978,155987,155944,155880,155694,154120,153616,153436,153350,153539,153553,153610,153524,153081,152730,152553,152436,152439,161030,161522,161108,161029,161179,160820,160907,161326,161871,162687,163193,165307,174978,176403,177590,179278,181111,182449,225800,228220,230863,233173,237513,245825,251738,256313,257925,258338,258238,258138,258158,258158,261546,262256,264155,265879,266854,267183,267232,267159,266732,266305,266634,267341,267305,267110,266976,317970,316333,316091,316076,314742,314106,314000,313121,311439,310803,310439,310167,310288,317706,317324,317074,316647,316529,317059,316235,315485,314279,313176,312206,311176,306071,305771,305400,304886,304057,303871,303871,303757,303757,303800,303771,304414,306314,308871
,서귀포시,,,80868,82283,83067,83683,85350,85383,85383,85317,85317,85400,85400,85400,85400,85350,85350,85567,85410,85335,85423,85283,85230,85235,85613,86058,86857,87262,87277,87097,87293,87092,87125,87240,87833,88230,88820,90595,102714,103089,104179,104517,104794,105441,139106,139909,140939,142015,143718,143961,147709,151476,153727,154485,154485,154503,154988,155145,175788,176422,177356,178359,179554,179727,179788,179739,179570,179057,179099,179980,180327,180967,181491,228139,228139,228153,229153,228931,228514,228319,228097,226306,225000,224556,223778,222167,242068,242250,241977,241682,241409,240841,239955,238955,237727,236932,235898,235477,229000,228054,227228,226152,225152,224174,223087,222696,222196,221685,221457,221500,222043,222913
